sentence_id,word_id,word,word_lower,pos,head_dist,abs_head_dist,direction,token_frequency,log_token_frequency,token_length,sentence_position,relation_type,token_length_bin,sentence_position_bin,abs_head_dist_bin,frequency_bin
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0010,8,officers,officers,NOUN,-6,6,After Head,11,2.4849066497880004,8,9,obl,7-8,6-10,5-6,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0010,16,side,side,NOUN,-4,4,After Head,32,3.4965075614664802,4,17,obl,3-4,16-20,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0011,4,Guerrillas,guerrillas,NOUN,1,1,Before Head,7,2.0794415416798357,10,5,nsubj,9-10,1-5,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0011,7,member,member,NOUN,-2,2,After Head,25,3.258096538021482,6,8,obj,5-6,6-10,1-2,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,1,police,police,NOUN,1,1,Before Head,16,2.833213344056216,6,2,compound,5-6,1-5,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,2,commander,commander,NOUN,4,4,Before Head,5,1.791759469228055,9,3,nsubj,9-10,1-5,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,8,bombings,bombings,NOUN,2,2,Before Head,7,2.0794415416798357,8,9,nsubj,7-8,6-10,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,12,percent,percent,NOUN,-2,2,After Head,10,2.3978952727983707,7,13,obj,7-8,11-15,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,22,jump,jump,NOUN,-3,3,After Head,10,2.3978952727983707,4,23,nsubj,3-4,21-25,3-4,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,25,number,number,NOUN,-3,3,After Head,177,5.181783550292085,6,26,nmod,5-6,26-30,3-4,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012,27,kidnappings,kidnappings,NOUN,-2,2,After Head,1,0.6931471805599453,11,28,nmod,11-12,26-30,1-2,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0013,2,guerrillas,guerrillas,NOUN,2,2,Before Head,7,2.0794415416798357,10,3,nsubj,9-10,1-5,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0013,7,surgeon,surgeon,NOUN,-3,3,After Head,6,1.9459101490553132,7,8,obj,7-8,6-10,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0013,10,wife,wife,NOUN,-3,3,After Head,26,3.295836866004329,4,11,conj,3-4,11-15,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0013,16,way,way,NOUN,-6,6,After Head,204,5.3230099791384085,3,17,advcl,3-4,16-20,5-6,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0014,7,car,car,NOUN,1,1,Before Head,95,4.564348191467836,3,8,compound,3-4,6-10,1-2,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0014,8,bombs,bombs,NOUN,2,2,Before Head,12,2.5649493574615367,5,9,nsubj:pass,5-6,6-10,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0015,11,population,population,NOUN,-4,4,After Head,23,3.1780538303479458,10,12,obj,9-10,11-15,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0015,17,lookout,lookout,NOUN,-6,6,After Head,2,1.0986122886681096,7,18,acl:relcl,7-8,16-20,5-6,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0015,20,saboteurs,saboteurs,NOUN,-3,3,After Head,1,0.6931471805599453,9,21,nmod,9-10,21-25,3-4,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,1,willingness,willingness,NOUN,4,4,Before Head,2,1.0986122886681096,11,2,nsubj,11-12,1-5,3-4,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,8,number,number,NOUN,-3,3,After Head,177,5.181783550292085,6,9,nmod,5-6,6-10,3-4,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,10,bombings,bombings,NOUN,-2,2,After Head,7,2.0794415416798357,8,11,nmod,7-8,11-15,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,13,south,south,NOUN,-3,3,After Head,40,3.713572066704308,5,14,nmod,5-6,11-15,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,18,center,center,NOUN,2,2,Before Head,21,3.091042453358316,6,19,compound,5-6,16-20,1-2,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,20,north,north,NOUN,-6,6,After Head,40,3.713572066704308,5,21,nmod,5-6,21-25,5-6,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016,23,country,country,NOUN,-3,3,After Head,58,4.07753744390572,7,24,nmod,7-8,21-25,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0017,7,dean,dean,NOUN,-5,5,After Head,6,1.9459101490553132,4,8,appos,3-4,6-10,5-6,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0017,21,driver,driver,NOUN,-3,3,After Head,8,2.1972245773362196,6,22,obl,5-6,21-25,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0017,25,district,district,NOUN,-6,6,After Head,6,1.9459101490553132,8,26,obl,7-8,26-30,5-6,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0018,3,engineer,engineer,NOUN,-2,2,After Head,3,1.3862943611198906,8,4,obj,7-8,1-5,1-2,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0019,8,clan,clan,NOUN,1,1,Before Head,5,1.791759469228055,4,9,compound,3-4,6-10,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0019,9,elder,elder,NOUN,-6,6,After Head,4,1.6094379124341003,5,10,appos,5-6,6-10,5-6,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0019,12,branch,branch,NOUN,-3,3,After Head,7,2.0794415416798357,6,13,nmod,5-6,11-15,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0019,16,tribe,tribe,NOUN,-4,4,After Head,6,1.9459101490553132,5,17,nmod,5-6,16-20,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0020,1,mother,mother,NOUN,3,3,Before Head,10,2.3978952727983707,6,2,nsubj:pass,5-6,1-5,3-4,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0020,7,attack,attack,NOUN,-3,3,After Head,32,3.4965075614664802,6,8,obl,5-6,6-10,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0021,3,leaders,leaders,NOUN,3,3,Before Head,35,3.58351893845611,7,4,nsubj:pass,7-8,1-5,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0021,10,week,week,NOUN,-4,4,After Head,89,4.499809670330265,4,11,obl,3-4,11-15,3-4,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0021,13,half,half,NOUN,-3,3,After Head,34,3.5553480614894135,4,14,conj,3-4,11-15,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0022,5,attack,attack,NOUN,-2,2,After Head,32,3.4965075614664802,6,6,obj,5-6,6-10,1-2,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0022,14,soldiers,soldiers,NOUN,-6,6,After Head,17,2.8903717578961645,8,15,nmod,7-8,11-15,5-6,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0023,10,deputy,deputy,NOUN,1,1,Before Head,3,1.3862943611198906,6,11,compound,5-6,11-15,1-2,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0023,11,commander,commander,NOUN,-4,4,After Head,5,1.791759469228055,9,12,conj,9-10,11-15,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0023,15,garrison,garrison,NOUN,-4,4,After Head,1,0.6931471805599453,8,16,nmod,7-8,16-20,3-4,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,2,members,members,NOUN,6,6,Before Head,42,3.7612001156935624,7,3,nsubj,7-8,1-5,5-6,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,6,clan,clan,NOUN,-4,4,After Head,5,1.791759469228055,4,7,nmod,3-4,6-10,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,18,killing,killing,NOUN,-2,2,After Head,12,2.5649493574615367,7,19,obj,7-8,16-20,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,21,clan,clan,NOUN,1,1,Before Head,5,1.791759469228055,4,22,compound,3-4,21-25,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,22,elder,elder,NOUN,-4,4,After Head,4,1.6094379124341003,5,23,nmod,5-6,21-25,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,31,sons,sons,NOUN,-3,3,After Head,5,1.791759469228055,4,32,nmod,3-4,31-35,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,34,gunmen,gunmen,NOUN,-6,6,After Head,1,0.6931471805599453,6,35,nmod,5-6,31-35,5-6,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,37,army,army,NOUN,1,1,Before Head,29,3.4011973816621555,4,38,compound,3-4,36-40,1-2,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024,38,uniforms,uniforms,NOUN,-3,3,After Head,4,1.6094379124341003,8,39,obj,7-8,36-40,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,12,observers,observers,NOUN,2,2,Before Head,3,1.3862943611198906,9,13,nsubj,9-10,11-15,1-2,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,16,elements,elements,NOUN,-2,2,After Head,9,2.302585092994046,8,17,obj,7-8,16-20,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,19,government,government,NOUN,-3,3,After Head,62,4.143134726391533,10,20,nmod,9-10,16-20,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,24,assassination,assassination,NOUN,-6,6,After Head,9,2.302585092994046,13,25,advcl,13-14,21-25,5-6,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,31,work,work,NOUN,-6,6,After Head,213,5.365976015021851,4,32,parataxis,3-4,31-35,5-6,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,35,guerrillas,guerrillas,NOUN,-4,4,After Head,7,2.0794415416798357,10,36,nmod,9-10,36-40,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,39,leaders,leaders,NOUN,-3,3,After Head,35,3.58351893845611,7,40,obj,7-8,36-40,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025,46,elections,elections,NOUN,-5,5,After Head,32,3.4965075614664802,9,47,obl,9-10,46-50,5-6,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,13,request,request,NOUN,-2,2,After Head,38,3.6635616461296463,7,14,obj,7-8,11-15,1-2,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,21,individuals,individuals,NOUN,-2,2,After Head,6,1.9459101490553132,11,22,obj,11-12,21-25,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,25,party,party,NOUN,1,1,Before Head,31,3.4657359027997265,5,26,compound,5-6,26-30,1-2,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,26,lists,lists,NOUN,-3,3,After Head,13,2.639057329615259,5,27,obl,5-6,26-30,3-4,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,31,elections,elections,NOUN,-5,5,After Head,32,3.4965075614664802,9,32,nmod,9-10,31-35,5-6,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,33,grounds,grounds,NOUN,-6,6,After Head,6,1.9459101490553132,7,34,obl,7-8,31-35,5-6,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,41,activities,activities,NOUN,-3,3,After Head,26,3.295836866004329,10,42,obl,9-10,41-45,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026,49,office,office,NOUN,-3,3,After Head,85,4.454347296253507,6,50,obl,5-6,46-50,3-4,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0027,1,Commission,commission,NOUN,1,1,Before Head,17,2.8903717578961645,10,2,nsubj,9-10,1-5,1-2,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0027,7,grounds,grounds,NOUN,-3,3,After Head,6,1.9459101490553132,7,8,obj,7-8,6-10,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0027,11,exclusion,exclusion,NOUN,-4,4,After Head,2,1.0986122886681096,9,12,nmod,9-10,11-15,3-4,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0028,1,item,item,NOUN,4,4,Before Head,8,2.1972245773362196,4,2,nsubj,3-4,1-5,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0029,3,view,view,NOUN,4,4,Before Head,20,3.044522437723423,4,4,obl,3-4,1-5,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0030,25,arms,arms,NOUN,-6,6,After Head,22,3.1354942159291497,4,26,obl,3-4,26-30,5-6,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0030,28,guerrillas,guerrillas,NOUN,-3,3,After Head,7,2.0794415416798357,10,29,nmod,9-10,26-30,3-4,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0031,12,ties,ties,NOUN,-6,6,After Head,3,1.3862943611198906,4,13,obl,3-4,11-15,5-6,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0031,14,clientelage,clientelage,NOUN,-2,2,After Head,1,0.6931471805599453,11,15,nmod,11-12,11-15,1-2,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0032,19,seats,seats,NOUN,-2,2,After Head,8,2.1972245773362196,5,21,obj,5-6,21-25,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0032,23,parliament,parliament,NOUN,-4,4,After Head,3,1.3862943611198906,10,25,nmod,9-10,21-25,3-4,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033,3,officers,officers,NOUN,6,6,Before Head,11,2.4849066497880004,8,4,nsubj:pass,7-8,1-5,5-6,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033,8,army,army,NOUN,-5,5,After Head,29,3.4011973816621555,4,9,nmod,3-4,6-10,5-6,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033,13,duty,duty,NOUN,-2,2,After Head,9,2.302585092994046,4,14,obl,3-4,11-15,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033,16,months,months,NOUN,-5,5,After Head,59,4.0943445622221,6,17,obl,5-6,16-20,5-6,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0034,8,people,people,NOUN,-1,1,After Head,233,5.455321115357702,6,9,obj,5-6,6-10,1-2,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0034,14,membership,membership,NOUN,-6,6,After Head,4,1.6094379124341003,10,15,obl,9-10,11-15,5-6,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0035,1,situation,situation,NOUN,5,5,Before Head,31,3.4657359027997265,9,2,nsubj,9-10,1-5,5-6,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0035,11,way,way,NOUN,-2,2,After Head,204,5.3230099791384085,3,12,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0036,4,crime,crime,NOUN,-2,2,After Head,11,2.4849066497880004,5,5,obj,5-6,1-5,1-2,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0036,6,humanity,humanity,NOUN,-2,2,After Head,4,1.6094379124341003,8,7,nmod,7-8,6-10,1-2,"(1.386, 2.197]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0036,10,person,person,NOUN,-2,2,After Head,68,4.23410650459726,6,11,obj,5-6,11-15,1-2,"(4.22, 8.54]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0037,14,rights,rights,NOUN,-4,4,After Head,29,3.4011973816621555,6,15,obj,5-6,11-15,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0038,10,eyewitness,eyewitness,NOUN,6,6,Before Head,1,0.6931471805599453,10,11,nsubj,9-10,11-15,5-6,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0038,13,trial,trial,NOUN,-3,3,After Head,9,2.302585092994046,5,14,nmod,5-6,11-15,3-4,"(2.197, 2.833]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0038,20,massacre,massacre,NOUN,-6,6,After Head,1,0.6931471805599453,8,21,nmod,7-8,21-25,5-6,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0039,1,team,team,NOUN,4,4,Before Head,33,3.5263605246161616,4,2,nsubj,3-4,1-5,3-4,"(3.497, 4.22]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0039,4,court,court,NOUN,-3,3,After Head,20,3.044522437723423,5,5,nmod,5-6,1-5,3-4,"(2.833, 3.497]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0039,9,deposition,deposition,NOUN,-2,2,After Head,3,1.3862943611198906,10,10,obj,9-10,6-10,1-2,"(0.692, 1.386]"
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0040,1,trial,trial,NOUN,1,1,Before Head,9,2.302585092994046,5,2,nsubj,5-6,1-5,1-2,"(2.197, 2.833]"
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0001,3,fighting,fighting,NOUN,2,2,Before Head,18,2.9444389791664403,8,4,nsubj,7-8,1-5,1-2,"(2.833, 3.497]"
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0001,8,areas,areas,NOUN,-3,3,After Head,25,3.258096538021482,5,9,obl,5-6,6-10,3-4,"(2.833, 3.497]"
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0001,13,city,city,NOUN,-6,6,After Head,36,3.6109179126442243,4,14,obl,3-4,11-15,5-6,"(3.497, 4.22]"
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0002,7,neighbourhoods,neighbourhoods,NOUN,-5,5,After Head,1,0.6931471805599453,14,9,obl,13-14,6-10,5-6,"(0.692, 1.386]"
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0003,3,talk,talk,NOUN,-1,1,After Head,52,3.970291913552122,4,4,nsubj,3-4,1-5,1-2,"(3.497, 4.22]"
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0003,6,night,night,NOUN,1,1,Before Head,83,4.430816798843313,5,7,compound,5-6,6-10,1-2,"(4.22, 8.54]"
